customer_id,first_name,last_name,email,phone,date_of_birth,gender,country,city,registration_date,is_active,customer_segment
1061,John,Landry,user1061_virginia57@hotmail.com,244-869-5674,1981-12-28,M,UK,Mccormickstad,2025-06-13T10:38:09.542968,True,At Risk
1062,Jon,Watson,user1062_mark14@yahoo.com,+1-568-786-5834x8348,1988-06-30,F,UK,Sotochester,2026-01-03T10:45:33.610034,True,At Risk
1063,Jason,Irwin,user1063_zachary32@gmail.com,+1-577-658-7089x4326,1967-12-15,Other,UK,Sheamouth,2026-02-10T03:16:09.275026,True,Regular
1064,Anthony,Johnson,user1064_luis05@hotmail.com,2929846720,1961-12-10,Other,FR,Port Carrie,2024-02-06T14:23:03.317954,True,Regular
1065,Brandon,Mcdonald,user1065_robinburns@gmail.com,001-854-450-3801,1969-12-11,Other,FR,Danielton,2025-07-17T00:27:28.541776,True,At Risk
1066,Hannah,Fields,user1066_victoria02@hotmail.com,643-553-1279,1998-04-29,Other,DE,Olivermouth,2024-01-28T18:25:11.876707,False,At Risk
1067,Lauren,Hardy,user1067_rodriguezjohn@yahoo.com,001-404-826-5274,1999-04-05,F,UK,Escobarstad,2023-11-05T07:23:42.664258,False,Regular
1068,Brent,Cox,user1068_allisonspencer@hotmail.com,(754)351-4609x193,1955-01-21,Other,IN,Mauricestad,2024-06-13T06:22:10.741355,True,At Risk
1069,Gabrielle,Barker,user1069_bradshawrobert@yahoo.com,(881)367-3374,2008-05-18,M,DE,Port Christopher,2024-06-18T12:29:30.782228,False,At Risk
1070,Thomas,Richmond,user1070_kathleenscott@gmail.com,(860)484-8187,1951-05-01,Other,DE,South Ashleyland,2025-04-27T22:44:26.779598,False,New
1071,Ryan,Smith,user1071_sandraharper@gmail.com,(570)345-0599x82267,2005-06-22,Other,IN,West Kimberly,2025-12-29T16:37:12.877181,False,At Risk
1072,Amanda,Hawkins,user1072_parkermax@gmail.com,+1-442-502-5936x4502,1956-09-20,Other,UK,Davidstad,2025-10-24T05:00:27.301462,True,New
1073,Scott,Owens,user1073_rodriguezmark@hotmail.com,8447318343,1963-07-25,M,IN,North Ginaburgh,2025-07-03T17:57:21.776951,True,At Risk
1074,Brenda,Webb,user1074_floresricky@hotmail.com,001-517-492-6517,1980-01-18,Other,AU,Thomasland,2025-09-28T11:49:36.596167,True,Premium
1075,Jessica,Burns,user1075_ericwheeler@gmail.com,(991)957-3767x1052,1950-07-26,Other,DE,Michaelland,2024-08-18T13:14:19.643164,True,At Risk
1076,James,King,user1076_brent20@gmail.com,001-768-838-7890x345,1976-10-05,F,CA,Williamston,2024-04-29T22:16:49.439327,True,New
1077,Cassandra,Higgins,user1077_joshuacohen@yahoo.com,+1-454-918-2368x8101,1960-07-07,M,AU,Port Karenville,2024-03-29T16:22:52.905058,False,At Risk
1078,Juan,Brown,user1078_erik01@gmail.com,+1-382-853-2083,1980-11-04,M,IN,Walkertown,2024-03-22T23:18:05.010397,False,New
1079,Annette,Contreras,user1079_wongjacqueline@gmail.com,001-269-207-8947x672,1971-01-07,Other,AU,West Hollyville,2025-11-07T22:18:09.354407,True,Premium
1080,Tammy,Gentry,user1080_pwilson@yahoo.com,+1-950-289-5123,1981-03-13,Other,FR,Port Danielshire,2025-10-09T06:28:32.992885,True,New
1081,Cindy,Lindsey,user1081_michael56@hotmail.com,329.565.5619x2767,1975-12-26,Other,US,Lake Karinahaven,2025-01-05T01:17:47.484848,True,At Risk
1082,Karen,Mathis,user1082_brendamorales@gmail.com,001-566-978-3055x737,1993-11-11,Other,UK,East Jessicaborough,2025-07-28T20:38:24.772470,True,Occasional
1083,Sara,Juarez,user1083_elizabeth14@yahoo.com,(362)676-3304x1176,1960-08-10,F,CA,West Jacobhaven,2024-03-11T03:25:39.065789,False,At Risk
1084,Carolyn,Mooney,user1084_aclark@yahoo.com,504.865.6896x9870,1982-06-25,Other,DE,North Anthony,2025-02-18T18:25:44.849650,True,New
1085,Tom,Morrison,user1085_richardperez@gmail.com,001-659-322-9127x065,1953-01-16,F,DE,Brendanberg,2025-04-01T02:30:44.661970,True,Occasional
1086,Christopher,Hayes,user1086_williamcampbell@gmail.com,630.918.1796x07578,2002-05-21,Other,AU,Weberton,2024-06-16T14:49:18.729571,True,At Risk
1087,Sarah,Taylor,user1087_rmartinez@hotmail.com,(556)758-1898x10617,1974-01-30,Other,IN,North Victoria,2024-02-10T22:39:33.005036,True,Regular
1088,Clinton,Carlson,user1088_marissa72@hotmail.com,001-561-269-4963x788,1973-03-30,F,DE,Lake Brandon,2025-10-20T08:59:50.325235,True,Occasional
1089,Dawn,Smith,user1089_simmonstristan@gmail.com,+1-621-263-3613x1798,1994-04-06,F,DE,West Hannahton,2024-03-28T13:46:28.984791,True,At Risk
1090,Emily,Guzman,user1090_nathan58@gmail.com,763-799-8127x43922,1956-08-25,Other,UK,Chadburgh,2024-06-24T05:31:13.045034,True,Premium
1091,Nicole,Jones,user1091_marilyn62@gmail.com,001-723-660-1863x994,1956-03-05,Other,UK,Lake Kendra,2024-04-07T10:53:03.571635,True,Regular
1092,Jesus,Edwards,user1092_kimberlymorrison@gmail.com,001-979-468-5909x645,1987-01-11,M,UK,New Triciaburgh,2025-08-14T13:05:06.441494,True,Occasional
1093,Steven,Fields,user1093_markbautista@gmail.com,(468)311-3397x36707,1978-04-13,Other,DE,Lake Kelly,2023-07-18T22:48:51.571204,True,Premium
1094,Samantha,Torres,user1094_debbiemoss@yahoo.com,898-730-6323,1968-05-28,M,AU,North Patriciaville,2025-06-16T14:10:08.427315,True,Premium
1095,Kyle,Adams,user1095_kathleen84@gmail.com,+1-802-343-5094x7651,2007-05-06,M,IN,Fritztown,2025-05-08T00:10:57.397032,False,New
1096,Barbara,Garcia,user1096_nbell@hotmail.com,+1-213-470-5424x519,1972-11-14,F,US,Lake Rachelland,2023-08-05T10:25:07.404457,False,Regular
1097,James,Reyes,user1097_howard99@gmail.com,4234766696,1983-07-25,F,US,East Amanda,2023-10-16T20:54:31.838740,True,At Risk
1098,John,Davenport,user1098_chelseasmith@hotmail.com,442.542.4066,1966-03-07,F,DE,East Linda,2025-07-14T18:51:29.700417,True,Occasional
1099,Amber,Hall,user1099_jonathankennedy@gmail.com,001-586-469-4086x542,1972-10-07,Other,DE,New Mark,2023-07-29T11:45:06.181001,False,Regular
1100,Joseph,Morgan,user1100_lanemichael@hotmail.com,+1-689-759-4703x9696,1962-08-30,Other,AU,Port Michellefurt,2024-06-30T05:15:45.283630,True,Regular
1101,Jonathan,Martinez,user1101_adamgill@hotmail.com,842-988-7344x96686,1984-09-03,Other,IN,Stephenchester,2025-08-12T13:10:18.630433,True,Regular
1102,Stephen,Castaneda,user1102_brennanmichelle@yahoo.com,001-501-649-7110,1996-09-07,M,IN,Garciafurt,2024-12-14T02:15:37.836596,True,New
1103,Michael,Reynolds,user1103_aaron51@hotmail.com,001-586-701-6744x923,1985-12-06,Other,UK,Johnstonmouth,2023-07-27T02:30:08.159317,True,Premium
1104,Tiffany,House,user1104_katherine05@yahoo.com,(493)775-4024x28617,1996-12-31,F,UK,West Susanberg,2024-07-02T17:46:29.771587,True,Regular
1105,Tina,Fleming,user1105_ambersavage@yahoo.com,(226)848-1638x49368,1961-11-14,M,CA,Jeffreyland,2023-07-30T11:44:15.761319,True,Occasional
1106,Christopher,Duran,user1106_ydunn@hotmail.com,919-230-4852x77586,2002-03-22,Other,AU,Murphyberg,2023-09-01T05:13:57.310659,True,Regular
1107,James,Henderson,user1107_kevin43@hotmail.com,+1-546-589-6331x812,1972-01-07,Other,US,Daviston,2024-11-09T02:17:35.012705,True,Premium
1108,Jeffrey,Martinez,user1108_wturner@yahoo.com,962.962.6367x850,1965-11-17,M,DE,Burchstad,2025-05-08T15:37:21.232866,True,New
1109,Gabrielle,Santos,user1109_mary52@hotmail.com,(937)674-0376x768,1951-12-18,Other,CA,North Susan,2024-12-13T15:19:16.583395,True,Occasional
1110,Tanner,Miller,user1110_tbell@gmail.com,257-233-0990,1983-08-18,M,DE,Joannachester,2024-08-17T22:31:36.177035,True,At Risk
1111,Michael,Hunter,user1111_juliebowen@yahoo.com,485.865.3523,1975-06-11,F,DE,Lake Francestown,2026-02-04T20:31:32.927617,False,Regular
1112,Benjamin,Owens,user1112_jonesjill@yahoo.com,001-856-711-9989,2008-02-21,F,DE,New Cristianmouth,2025-01-07T03:25:55.205997,False,Premium
1113,Kaitlyn,West,user1113_richard14@hotmail.com,877-861-8687x0479,1989-06-10,Other,CA,Kelleyberg,2025-08-20T15:04:36.083816,True,Premium
1114,Alfred,Watson,user1114_miguelcooper@hotmail.com,001-550-289-1423,1992-11-06,Other,CA,South Roberto,2024-05-14T19:11:15.398239,True,New
1115,Andre,Ramirez,user1115_nbecker@hotmail.com,(622)914-0513x18660,1968-05-06,F,FR,East Andrea,2026-01-09T21:28:45.138770,True,At Risk
1116,Jon,Quinn,user1116_gary74@yahoo.com,(403)559-4410,1995-12-06,Other,AU,Brewerstad,2026-06-27T17:59:04.873434,True,Occasional
1117,Amanda,Adkins,user1117_fgutierrez@yahoo.com,713-513-5183x0258,1966-01-10,F,FR,Bartonside,2025-12-15T08:55:03.923398,True,New
1118,Michael,Tapia,user1118_dana17@hotmail.com,+1-855-799-0984x128,1971-06-13,M,AU,South Stevenburgh,2024-02-27T09:32:12.403923,False,Premium
1119,Jamie,Nash,user1119_larrygill@hotmail.com,580-603-8146,1957-11-19,F,FR,West Robin,2023-10-27T07:24:42.065601,True,Regular
1120,Charlene,Wood,user1120_pgarner@gmail.com,001-612-318-5273,2007-12-10,Other,FR,Jenniferland,2024-02-07T03:17:28.570251,True,Occasional
1121,Christopher,Andrade,user1121_michael01@yahoo.com,303.304.4077,2002-05-07,F,CA,Wardside,2024-06-02T18:18:06.923432,True,Premium
1122,Kayla,Flores,user1122_tfigueroa@yahoo.com,345.441.8299,1974-02-04,Other,IN,Matthewton,2024-10-05T13:28:40.833680,True,Occasional
1123,Gabrielle,Donovan,user1123_johnsonteresa@hotmail.com,001-866-491-0082x242,1974-09-20,M,AU,East Gloria,2025-05-30T01:34:28.441984,True,Occasional
1124,Victor,Reilly,user1124_yjackson@yahoo.com,+1-296-720-8347x910,1983-06-30,M,DE,Lake Lauren,2025-05-30T15:35:02.988075,True,At Risk
1125,Sharon,Schultz,user1125_ianderson@hotmail.com,+1-970-432-2007x4859,1965-03-31,F,CA,New Steven,2023-11-17T10:57:22.940488,True,New
1126,Chelsea,Davis,user1126_jacob05@hotmail.com,202.886.0604x80224,1995-12-08,F,UK,Oliviaview,2024-11-12T00:17:45.169127,True,Regular
1127,Linda,Schwartz,user1127_bobby90@yahoo.com,289-385-6643,2002-09-29,F,FR,Courtneystad,2024-10-21T09:11:15.602149,True,Regular
1128,Dennis,Robertson,user1128_gschmidt@yahoo.com,001-465-269-9313x606,2001-10-28,F,UK,Port Jessicaborough,2025-03-06T21:45:29.642565,True,Regular
1129,Albert,Ramirez,user1129_elizabeth71@hotmail.com,+1-503-480-3514x895,2005-08-27,Other,CA,Kyleshire,2025-08-24T01:20:15.653116,True,Premium
1130,David,Stevens,user1130_kruegerjesus@yahoo.com,(283)795-1673,1992-10-10,M,US,Lake Jessica,2024-12-28T07:51:37.340043,True,At Risk
1131,Lindsey,Scott,user1131_hbriggs@hotmail.com,001-265-362-9258x228,1981-01-27,Other,US,East Nathaniel,2023-08-21T09:39:00.298407,True,New
1132,Rachel,Palmer,user1132_tnichols@hotmail.com,(676)778-0964x58374,1998-09-15,M,IN,Cookland,2024-03-15T20:09:30.131052,True,New
1133,Daisy,Miller,user1133_wmorris@hotmail.com,001-359-628-9748x741,2006-10-24,F,AU,Suttonburgh,2024-10-18T05:38:25.315934,True,New
1134,Marcus,Martinez,user1134_tylerchristine@yahoo.com,353-849-6551x564,1976-01-25,F,AU,Youngtown,2026-04-02T15:05:33.028732,True,New
1135,Brendan,Moses,user1135_jill20@gmail.com,(630)515-9722x4228,1968-03-20,F,AU,South Patrick,2025-03-03T22:21:06.191687,True,New
1136,Ashley,Meyer,user1136_ryan01@hotmail.com,704.803.3480x15373,1973-09-22,M,US,Garciastad,2024-06-28T04:50:27.954414,True,At Risk
1137,Joseph,Gilmore,user1137_john26@gmail.com,+1-667-346-2720x536,1956-09-20,F,DE,Lake Alyssa,2026-06-16T02:04:53.990535,False,Occasional
1138,Riley,Rodgers,user1138_leahdiaz@gmail.com,(915)753-8307,2001-03-31,F,IN,North Robin,2024-09-01T22:11:10.814219,True,Regular
1139,Robert,Robinson,user1139_raymond84@yahoo.com,001-360-978-9075x199,1978-07-17,F,US,Caseyshire,2025-07-18T02:48:41.002740,True,At Risk
1140,Joshua,Davis,user1140_cassandra25@gmail.com,+1-916-949-8283x8597,1975-09-15,F,FR,Deleonshire,2026-03-16T12:12:38.679819,False,Regular
1141,Timothy,Ward,user1141_jessica43@hotmail.com,636-287-7156x9220,1978-10-01,F,DE,West Michelle,2024-07-19T13:03:53.582787,False,Occasional
1142,Michael,Ford,user1142_mcknightelizabeth@gmail.com,554-377-3494,1997-12-29,Other,IN,Heatherfort,2023-11-29T22:37:12.565861,True,New
1143,Michael,Diaz,user1143_richard13@yahoo.com,474-516-8557x395,2000-06-07,F,UK,Tammystad,2025-03-03T06:19:22.390529,True,New
1144,Mary,Craig,user1144_todd94@yahoo.com,(481)566-0284x136,1962-11-20,F,CA,Scottport,2023-07-26T15:53:14.249351,True,At Risk
1145,Cristian,Morales,user1145_gschultz@yahoo.com,001-579-973-4185x595,2004-12-18,M,AU,Jenniferfurt,2023-08-16T07:14:29.246423,True,Occasional
1146,Steven,Lee,user1146_egarcia@yahoo.com,(290)901-7067x949,1982-01-02,F,IN,New Larry,2025-07-20T15:45:55.625533,True,At Risk
1147,Raymond,Padilla,user1147_currymichael@gmail.com,+1-889-267-6353x6735,1978-11-16,M,DE,Andersonside,2025-02-15T12:46:40.792361,False,New
1148,Joseph,Miller,user1148_jerryreed@gmail.com,001-539-801-4309x742,1974-01-04,Other,UK,West Timothy,2025-10-29T10:46:04.058541,True,Occasional
1149,Ashley,Alexander,user1149_sampsonjoseph@gmail.com,400.873.5658,1998-04-29,M,DE,Port Matthew,2026-05-11T01:18:01.428754,True,At Risk
1150,Elizabeth,Young,user1150_qpacheco@hotmail.com,001-312-688-6691x122,1986-11-09,M,UK,West Michelle,2025-12-04T20:10:53.030180,True,Regular
1151,Christopher,Rodriguez,user1151_iclarke@hotmail.com,(859)746-5744,1991-02-11,F,IN,West Glenda,2024-06-18T01:03:15.729811,False,At Risk
1152,Justin,Jones,user1152_salinasgrace@hotmail.com,001-351-536-7380x520,1976-04-17,F,UK,Palmerville,2025-02-14T03:18:01.978143,True,New
1153,Rachael,Atkins,user1153_greenemily@gmail.com,2143833354,1956-12-18,Other,FR,Jacksonborough,2026-03-31T07:57:20.168242,True,At Risk
1154,Alexander,Smith,user1154_zjohns@yahoo.com,870.490.6761x837,1993-06-16,F,CA,Aaronchester,2025-06-22T11:58:06.583833,True,New
1155,Hannah,Jones,user1155_glopez@yahoo.com,(604)388-8680,1979-07-27,M,AU,North Jeremy,2025-12-28T22:52:59.804476,False,Regular
1156,Evan,Kirk,user1156_laura49@yahoo.com,841.699.1605x390,1996-09-07,M,UK,New Jenniferfort,2025-06-12T14:25:53.192963,True,At Risk
1157,Jerome,Anderson,user1157_thorntoncaitlyn@hotmail.com,8184158913,1984-02-16,Other,US,Bestmouth,2024-05-05T11:38:39.191187,True,Occasional
1158,David,Rivera,user1158_carlwright@yahoo.com,001-925-726-0221x690,1996-06-26,F,CA,East Michellebury,2024-02-09T16:57:24.390028,True,New
1159,Victoria,Gardner,user1159_james91@gmail.com,(357)235-1745x46935,2001-04-28,F,CA,West Brandonland,2023-12-18T14:59:13.987244,False,Premium
1160,Amy,Lopez,user1160_michael97@hotmail.com,001-303-959-7177,1991-01-25,F,IN,North Michael,2025-01-04T21:07:03.857757,True,New
1161,Rebecca,Barry,user1161_charles46@gmail.com,616-348-3895x33768,1994-05-13,M,DE,Gallagherfurt,2024-11-18T23:16:52.100579,True,New
1162,Michelle,Graham,user1162_smithjoshua@yahoo.com,997-731-7303x32496,2003-06-07,M,IN,Kempview,2026-06-30T09:57:26.346293,True,Occasional
1163,Matthew,Chan,user1163_amy80@hotmail.com,273-918-1560x5427,1984-12-25,Other,DE,Lisaport,2025-12-02T06:10:45.862679,True,At Risk
1164,Robert,Wilson,user1164_williamsstephanie@hotmail.com,964.475.4565x7289,1960-02-29,M,AU,West William,2024-04-25T17:21:55.191086,True,At Risk
1165,Vanessa,Johnson,user1165_bethanylynch@yahoo.com,+1-468-856-0669x9261,1995-11-09,Other,UK,Johnsonmouth,2026-02-28T08:37:41.566596,True,Occasional
1166,Pamela,Gonzales,user1166_taylor39@hotmail.com,(726)337-7927x11073,1958-01-19,F,FR,Jacksonton,2024-09-24T11:37:40.981039,True,At Risk
1167,Tammy,Delgado,user1167_karlmartin@gmail.com,+1-830-623-9934x4606,1991-07-24,M,US,South Cherylberg,2024-01-31T15:48:17.501289,True,Regular
1168,Samuel,Hobbs,user1168_kimberly94@gmail.com,(685)737-0064,1967-03-04,F,CA,Chanmouth,2024-03-31T13:43:56.787895,True,Occasional
1169,Darren,Lane,user1169_scottmichael@yahoo.com,(780)753-7642,1996-12-14,Other,FR,Hawkinschester,2025-03-01T00:41:58.292148,True,At Risk
1170,Dana,Griffin,user1170_ljohnson@gmail.com,392.721.3170,1983-01-01,F,FR,Nielsenshire,2025-11-02T14:33:51.325356,True,At Risk
1171,Dorothy,Fernandez,user1171_xknight@yahoo.com,(787)831-4249,1960-08-01,F,UK,South Ruthshire,2024-09-08T12:36:50.009909,True,Premium
1172,Kevin,Simmons,user1172_jameswhite@hotmail.com,407.200.5102x87451,1959-01-17,M,FR,Lake Jacqueline,2025-10-07T19:29:27.487649,True,Occasional
1173,Christopher,Clay,user1173_kenneth41@yahoo.com,787-292-1046x627,1995-09-30,Other,FR,Georgeshire,2024-11-07T19:20:54.794916,True,Regular
1174,Joshua,Bryan,user1174_mindysanders@yahoo.com,+1-954-483-3095,2002-10-31,M,AU,South Amanda,2025-06-11T14:31:57.714506,False,Premium
1175,Ronald,Flynn,user1175_matthew92@gmail.com,(967)214-8581,1956-01-22,F,DE,Lake Danielchester,2024-12-31T12:50:02.020474,False,At Risk
1176,Tina,Cantrell,user1176_anthonyanderson@gmail.com,001-520-518-2852,1991-05-28,Other,IN,Wilkinsonview,2025-03-28T02:15:22.604450,True,Premium
1177,Melissa,Molina,user1177_william91@yahoo.com,+1-355-611-6397,1985-05-26,F,DE,Port Stevenmouth,2024-06-02T08:26:02.821344,True,At Risk
1178,Michele,Cooley,user1178_robin48@yahoo.com,596.326.2591,1960-10-28,F,UK,Lunabury,2025-10-16T02:50:09.912739,True,Occasional
1179,Debbie,Erickson,user1179_wcastillo@yahoo.com,734-935-4978x7296,1956-11-28,F,FR,Goodwinport,2024-03-06T19:11:29.773611,False,New
1180,April,Rhodes,user1180_conleychristina@hotmail.com,8342804247,1986-11-06,M,US,New Justinland,2024-10-07T17:23:34.939325,False,Occasional
1181,Michael,Perez,user1181_kanderson@yahoo.com,(322)654-9203x6930,2004-01-16,F,IN,North Erikaberg,2024-11-29T02:41:08.048107,True,New
1182,Daniel,Page,user1182_llopez@yahoo.com,514-575-6900x1842,2007-04-15,F,DE,Shaneport,2024-01-01T21:57:29.561270,True,New
1183,Barbara,Walsh,user1183_christina67@yahoo.com,653-990-2262,1992-10-08,M,DE,South Mark,2023-08-22T11:12:06.284970,True,New
1184,James,Jacobs,user1184_andrewsjacqueline@hotmail.com,9649761442,1964-12-22,F,DE,Louiston,2025-08-27T10:52:36.741879,True,New
1185,Justin,Davidson,user1185_moralestrevor@gmail.com,001-806-275-4939x343,1966-08-02,F,CA,Lake Kimberly,2025-04-13T02:35:15.618639,True,Regular
1186,Isaac,Esparza,user1186_greg78@hotmail.com,257.933.8133,1963-12-29,M,AU,Johnborough,2023-08-30T23:28:02.484917,True,At Risk
1187,Valerie,Henderson,user1187_bruceelijah@yahoo.com,209-785-3720x335,2003-08-19,F,UK,Williamsbury,2025-12-22T19:20:05.447302,True,Premium
1188,Mark,Fuentes,user1188_xerickson@yahoo.com,387-309-4042x24564,1984-12-12,Other,IN,West Lisa,2026-01-29T10:41:11.037155,True,Regular
1189,David,Hall,user1189_pughkelli@gmail.com,001-613-350-5349,1986-04-07,F,CA,Rodriguezfort,2026-02-01T03:39:21.235669,True,Premium
1190,Lee,Crawford,user1190_shannonphilip@gmail.com,(882)446-3061,1999-07-18,Other,AU,Lake Elizabethside,2025-06-25T16:57:07.434788,True,At Risk
1191,Patricia,Moran,user1191_lesliesmith@gmail.com,761.850.4205x986,1985-01-21,F,US,Wileyport,2024-01-30T16:37:04.797288,True,Occasional
1192,Jason,Brandt,user1192_durhamwilliam@hotmail.com,001-390-510-1461x039,1952-09-23,Other,UK,Douglasfurt,2026-04-29T18:06:02.779212,True,New
1193,Angela,Wilson,user1193_uzimmerman@yahoo.com,885-769-0509,2008-02-14,F,UK,South Timothy,2025-01-30T20:03:26.325586,True,New
1194,Alexander,Avery,user1194_amoore@hotmail.com,+1-981-547-2373x5640,1992-09-07,F,AU,New Jeffreyfurt,2025-04-28T02:46:00.692520,True,At Risk
1195,Stephanie,Meyer,user1195_dakota45@yahoo.com,+1-883-867-1467x490,1981-01-25,F,UK,Coleland,2026-02-12T04:37:19.291945,True,At Risk
1196,Matthew,Henry,user1196_millerkevin@yahoo.com,2599563431,1962-08-30,Other,UK,North Jennifer,2023-12-01T06:27:42.955712,True,New
1197,Allison,Ali,user1197_yrivera@gmail.com,977.973.0316,1956-10-15,Other,FR,Port Robert,2024-08-16T09:04:45.836496,True,New
1198,Amy,Nunez,user1198_christiandouglas@hotmail.com,6252455005,1979-12-07,F,AU,Lake Annaside,2026-01-15T06:55:43.422958,True,Premium
1199,Ashley,Crawford,user1199_gyoung@yahoo.com,(546)516-3034,1995-04-25,M,UK,North Anthonyland,2024-05-20T13:57:35.001066,True,At Risk
1200,Lawrence,Gilbert,user1200_valerievasquez@hotmail.com,917-599-6546x628,1971-05-07,Other,AU,Mooremouth,2023-12-23T17:33:37.691532,True,New
1201,Kimberly,Welch,user1201_smithdavid@gmail.com,(434)705-6771,1955-01-30,F,UK,Aprilton,2025-12-27T19:25:05.304706,True,Regular
1202,Curtis,Black,user1202_kelseyhunter@gmail.com,616-666-0812x39278,1978-09-11,M,DE,New Angelaborough,2024-10-04T19:17:03.511311,False,Premium
1203,Mark,Wells,user1203_maria44@yahoo.com,(802)524-8248,1992-07-06,F,CA,Port Steven,2024-11-23T22:06:19.734275,False,At Risk
1204,Kevin,Williams,user1204_monroemonica@hotmail.com,5268691419,1950-11-18,Other,US,North Josephland,2026-02-17T15:03:43.687660,True,Regular
1205,Ashley,Garner,user1205_olsenlinda@hotmail.com,(556)692-4768,1954-03-09,M,AU,East Joseview,2023-10-16T20:00:38.264033,True,At Risk
1206,Katelyn,Black,user1206_acevedoyvonne@hotmail.com,+1-614-605-1325x1790,1976-08-20,F,IN,Robertshire,2025-09-29T19:24:24.673249,True,Occasional
1207,Laura,Roman,user1207_schavez@hotmail.com,478.431.0314x56457,1977-01-21,F,FR,Greeneton,2024-11-16T05:14:41.234975,True,Occasional
1208,Joseph,Walker,user1208_nbaker@hotmail.com,001-398-570-9339,1973-04-25,M,IN,Christopherfurt,2026-05-27T08:49:13.709474,True,Regular
1209,Chad,Bass,user1209_walkerronald@yahoo.com,(231)880-5763x101,1987-11-12,M,CA,Richardville,2024-01-04T06:45:09.481916,True,Premium
1210,Jeremiah,Johnson,user1210_andrew47@yahoo.com,367.994.8698x94848,1951-03-19,Other,AU,South Lindsey,2023-08-03T10:52:04.730688,True,Occasional
1211,Brian,Mcclain,user1211_esmith@yahoo.com,337.359.4933x0781,1976-03-02,F,IN,Collierton,2024-05-06T07:37:47.070158,False,Regular
1212,Andrew,Weeks,user1212_justin15@yahoo.com,001-867-743-3384,1972-03-15,F,IN,East Ashley,2023-11-02T23:52:04.898070,True,Regular
1213,Kimberly,Johnson,user1213_jessicaward@gmail.com,001-904-999-9266x536,1964-02-29,Other,US,Robinsonshire,2026-02-12T21:52:12.972579,True,Premium
1214,Kathryn,Benson,user1214_joshuasimpson@hotmail.com,(438)958-6539,1988-09-21,Other,FR,Tranland,2024-04-17T09:48:17.362180,True,At Risk
1215,Christian,Schaefer,user1215_joshuagonzalez@gmail.com,001-779-967-0605x581,1985-09-30,F,FR,Lake Davidberg,2024-07-12T02:57:08.780907,True,Occasional
1216,Phillip,Cain,user1216_sarahwatson@yahoo.com,(946)239-8970x1455,1999-08-20,M,FR,New Jennifer,2024-04-06T04:35:51.186590,True,New
1217,David,Dominguez,user1217_ramseyvalerie@yahoo.com,001-292-255-2905x092,1953-04-15,Other,US,Port Susanville,2025-07-06T18:16:14.835462,True,Occasional
1218,Kara,Miller,user1218_roger61@hotmail.com,238.444.9812x130,1988-07-05,M,CA,New Melissa,2025-07-05T10:22:27.214446,True,Regular
1219,Nicholas,Berry,user1219_duranglenda@hotmail.com,+1-667-323-3104,1979-02-24,M,UK,Frybury,2025-05-24T22:14:23.561499,True,Occasional
1220,Robert,Santana,user1220_tara61@hotmail.com,(521)388-2206,1981-01-13,M,UK,Shortville,2024-12-14T09:02:23.959354,True,New
1221,Bryan,Soto,user1221_mariamoore@yahoo.com,816-993-6835x991,1975-09-18,M,AU,Port Johnbury,2025-11-09T00:50:15.652615,True,Premium
1222,Elizabeth,Marquez,user1222_donnamadden@gmail.com,+1-926-671-2693,1985-08-08,M,DE,Meganburgh,2026-04-27T13:48:51.571323,True,At Risk
1223,Lawrence,Meadows,user1223_qgill@yahoo.com,+1-284-836-8681x1143,1965-06-12,Other,DE,West Annafort,2023-10-07T23:57:47.848087,True,Premium
1224,Matthew,Park,user1224_wiserenee@hotmail.com,(378)479-0259,1951-06-05,M,UK,Stephaniebury,2024-11-30T10:16:15.667024,True,New
1225,Darren,White,user1225_bfoster@gmail.com,(735)784-1802,1988-09-01,F,IN,Mcdonaldbury,2025-09-04T05:12:07.138071,True,Premium
1226,Tara,Hogan,user1226_carolynhoward@yahoo.com,001-355-319-2474,1954-03-31,F,FR,South Sylvia,2024-11-17T09:00:20.723036,True,New
1227,Jeffery,Rose,user1227_susanlong@hotmail.com,261.212.5842x330,1971-06-24,M,UK,North Julia,2025-01-13T11:27:29.537812,True,Occasional
1228,Dustin,Maynard,user1228_virginia82@hotmail.com,532.810.7883x127,2007-06-11,Other,IN,Amyberg,2024-01-24T04:00:20.254744,True,Occasional
1229,Thomas,Smith,user1229_jkirk@yahoo.com,(887)541-6279,1987-01-03,F,FR,Carlmouth,2024-07-27T23:46:12.860530,True,At Risk
1230,Christopher,Fletcher,user1230_kruegernicole@gmail.com,819.248.4226x23003,2008-04-12,F,FR,East John,2023-08-17T14:58:29.476327,False,Premium
1231,Julie,Rice,user1231_thorntonjames@yahoo.com,+1-324-837-5391x6928,1991-08-29,F,FR,North Robert,2026-03-18T15:47:39.588231,True,Occasional
1232,Ronald,Cruz,user1232_tacosta@gmail.com,830.345.4410,1975-10-17,Other,FR,Bettytown,2023-08-09T05:34:19.810328,True,New
1233,Amy,Roberts,user1233_andrea15@hotmail.com,+1-617-364-2962x8092,1957-05-31,M,DE,West Lisachester,2025-05-10T20:10:03.671619,True,At Risk
1234,Tiffany,Perry,user1234_davidcopeland@hotmail.com,652-532-2805x88377,1970-10-20,F,IN,Jodyport,2025-01-01T04:24:59.289979,True,New
1235,Richard,Mays,user1235_caitlinwilliams@gmail.com,915-925-5862,1991-05-08,M,US,South Billy,2023-10-05T00:31:01.547140,True,At Risk
